c1		c2		c1parents		c2parents		conf		match		info		alt_c1		alt_c2		ignored_c1		ignored_c2	
obo:ENVO_00000290	graben	wd:Q192810	graben	obo:ENVO_00000309	depression	wd:Q271669|wd:Q35145263	landform|natural geographic object	high		graben		[info(label,label,downcase)]	[info(label,label,downcase)]								
obo:ENVO_00000291	drainage basin	wd:Q166620	drainage basin	obo:ENVO_00000309	depression	wd:Q82794	geographic region	high		drainage basin		[info(label,label,downcase)]	[info(label,label,downcase)]								
obo:ENVO_00000293	continental divide	wd:Q604673	Continental divide	obo:ENVO_00000292	watershed	wd:Q152005	drainage divide	high		continental divide		[info(label,label,downcase)]	[info(label,label,downcase)]								
obo:ENVO_00000295	fish hatchery	wd:Q15615109	fish hatchery	obo:ENVO_00000077	agricultural feature	wd:Q2333552	hatchery	high		fish hatchery		[info(label,label,downcase)]	[info(label,label,downcase)]								
obo:ENVO_00000297	paddy field	wd:Q842623	paddy field	obo:ENVO_00000114	agricultural field	wd:Q188869	field	high		paddy field		[info(label,label,downcase)]	[info(label,label,downcase)]								
obo:ENVO_00000299	ice field	wd:Q1132248	ice field	obo:ENVO_00000131|obo:ENVO_01000352|obo:ENVO_03000110	glacial feature|field|cryoform	wd:Q160091	plain	high		ice field		[info(label,label,downcase)]	[info(label,label,downcase)]								
obo:ENVO_00000302	rift valley	wd:Q2366717	rift valley	obo:ENVO_00000100	valley	wd:Q39816	valley	high		rift valley		[info(label,label,downcase)]	[info(label,label,downcase)]								
obo:ENVO_00000304	shore	wd:Q468756	shore	obo:ENVO_00000012|obo:ENVO_01000635	hydrographic feature|land	wd:Q20719696	physico-geographical object	high		shore		[info(exact,label,downcase),info(label,label,downcase)]	[info(exact,label,downcase),info(label,label,downcase)]								
obo:ENVO_00000305	peninsula	wd:Q34763	peninsula	obo:ENVO_00000012|obo:ENVO_00000191|obo:ENVO_01000635	hydrographic feature|solid astronomical body part|land	wd:Q205895|wd:Q271669|wd:Q35145263	landmass|landform|natural geographic object	high		peninsula		[info(exact,label,downcase),info(label,label,downcase)]	[info(exact,label,downcase),info(label,label,downcase)]								
obo:ENVO_00000307	icefall	wd:Q1310961	icefall	obo:ENVO_01001547|obo:ENVO_00000133	land ice mass|glacier	wd:Q35666	glacier	high		icefall		[info(label,label,downcase)]	[info(label,label,downcase)]								
obo:ENVO_00000314	alluvial fan	wd:Q465088	alluvial fan	obo:ENVO_00000012	hydrographic feature	wd:Q35145263	natural geographic object	high		alluvial fan		[info(label,label,downcase)]	[info(label,label,downcase)]								
obo:ENVO_00000316	intertidal zone	wd:Q421069	intertidal zone	obo:ENVO_01001199|obo:ENVO_01001201|obo:ENVO_00000304	terrestrial environmental zone|marine environmental zone|shore	wd:Q468756	shore	high		intertidal zone		[info(label,label,downcase)]	[info(label,label,downcase)]								
obo:ENVO_00000320	crevasse	wd:Q862193	crevasse	obo:ENVO_01000667	geological fracture	wd:Q1322005|wd:Q29651224	natural phenomenon|natural object	high		crevasse		[info(exact,label,downcase),info(label,label,downcase)]	[info(exact,label,downcase),info(label,label,downcase)]								
obo:ENVO_00000325	polje	wd:Q946033	polje	obo:ENVO_00000309	depression	wd:Q160091|wd:Q188734	plain|sinkhole	high		polje		[info(label,label,downcase)]	[info(label,label,downcase)]								
obo:ENVO_00000326	sea cave	wd:Q1052919	sea cave	obo:ENVO_00000067	cave	wd:Q35509	cave	high		sea cave		[info(label,label,downcase)]	[info(label,label,downcase)]								
obo:ENVO_00000327	speleothem	wd:Q154507	speleothem	obo:ENVO_00000339|obo:ENVO_01000255|obo:ENVO_00000067	piece of rock|mineral deposit|cave	wd:Q15104915	mineral deposit	high		speleothem		[info(label,label,downcase)]	[info(label,label,downcase)]								
obo:ENVO_00000328	vadose zone	wd:Q1479708	vadose zone	obo:ENVO_01000408	environmental zone	wd:Q208791	aquifer	high		vadose zone		[info(label,label,downcase)]	[info(label,label,downcase)]								
obo:ENVO_00000329	phreatic zone	wd:Q583075	phreatic zone	obo:ENVO_01000408	environmental zone	wd:Q208791	aquifer	high		phreatic zone		[info(label,label,downcase)]	[info(label,label,downcase)]								
obo:ENVO_00000330	stalagmite	wd:Q181312	stalagmite	obo:ENVO_00000327	speleothem	wd:Q4984928	dripstone	high		stalagmite		[info(label,label,downcase)]	[info(label,label,downcase)]								
obo:ENVO_00000331	stalactite	wd:Q177197	stalactite	obo:ENVO_00000327	speleothem	wd:Q4984928	dripstone	high		stalactite		[info(label,label,downcase)]	[info(label,label,downcase)]								
obo:ENVO_00000350	somma volcano	wd:Q1491559	somma volcano	obo:ENVO_00000247	volcano	wd:Q8072	volcano	high		somma volcano		[info(label,label,downcase)]	[info(label,label,downcase)]								
obo:ENVO_00000351	volcanic arc	wd:Q13426043	volcanic arc	obo:ENVO_00000094|obo:ENVO_00000220	volcanic feature|archipelago	wd:Q29025902	volcanic landform	high		volcanic arc		[info(label,label,downcase)]	[info(label,label,downcase)]								
obo:ENVO_00000353	island arc	wd:Q1515058	island arc	obo:ENVO_00000351	volcanic arc	wd:Q33837	archipelago	high		island arc		[info(label,label,downcase)]	[info(label,label,downcase)]								
obo:ENVO_00000354	volcanic field	wd:Q519105	volcanic field	obo:ENVO_01000352	field	wd:Q29025902	volcanic landform	high		volcanic field		[info(label,label,downcase)]	[info(label,label,downcase)]								
obo:ENVO_00000355	monogenetic volcanic field	wd:Q900734	monogenetic volcanic field	obo:ENVO_00000354	volcanic field	wd:Q519105	volcanic field	high		monogenetic volcanic field		[info(label,label,downcase)]	[info(label,label,downcase)]								
obo:ENVO_00000359	natural monument	wd:Q23790	natural monument	obo:ENVO_01000951	natural environment	wd:Q35145263|wd:Q386426|wd:Q473972	natural geographic object|natural heritage|protected area	high		natural monument		[info(label,label,downcase)]	[info(label,label,downcase)]								
obo:ENVO_00000361	site of special scientific interest	wd:Q422211	Site of Special Scientific Interest	obo:ENVO_00000358	area of protected biodiversity	wd:Q386426|wd:Q473972	natural heritage|protected area	high		site of special scientific interest		[info(label,label,downcase)]	[info(label,label,downcase)]								
obo:ENVO_00000364	national wildlife refuge	wd:Q1410668	National Wildlife Refuge	obo:ENVO_00000374	wildlife management area	wd:Q1377575	wildlife refuge	high		national wildlife refuge		[info(label,label,downcase)]	[info(label,label,downcase)]								
obo:ENVO_00000365	Ramsar site	wd:Q20905436	Ramsar site	obo:ENVO_00000363	area designated as a nature reserve	wd:Q170321|wd:Q386426|wd:Q473972	wetland|natural heritage|protected area	high		ramsar site		[info(label,label,downcase)]	[info(label,label,downcase)]								
obo:ENVO_00000369	brine pool	wd:Q2354300	brine pool	obo:ENVO_01000044|obo:ENVO_01000617|obo:ENVO_01001308|obo:ENVO_00000015	marine pelagic feature|lentic water body|hydroform|ocean	wd:Q15324	body of water	high		brine pool		[info(label,label,downcase)]	[info(label,label,downcase)]								
obo:ENVO_00000370	tuya	wd:Q367004	tuya	obo:ENVO_00000247	volcano	wd:Q8072	volcano	high		tuya		[info(label,label,downcase)]	[info(label,label,downcase)]								
obo:ENVO_00000371	complex volcano	wd:Q1200524	complex volcano	obo:ENVO_00000247	volcano	wd:Q8072	volcano	high		complex volcano		[info(label,label,downcase)]	[info(label,label,downcase)]								
obo:ENVO_00000377	artificial lake	wd:Q3215290	artificial lake	obo:ENVO_00000020|obo:ENVO_00000070	lake|construction	wd:Q19816755|wd:Q23397	artificial landform|lake	high		artificial lake		[info(label,label,downcase)]	[info(label,label,downcase)]								
obo:ENVO_00000380	ice shelf	wd:Q46966	ice shelf	obo:ENVO_01001547	land ice mass	wd:Q35666	glacier	high		ice shelf		[info(label,label,downcase)]	[info(label,label,downcase)]								
obo:ENVO_00000381	massif	wd:Q1061151	massif	obo:ENVO_00000176	elevation	wd:Q107425|wd:Q1185892|wd:Q271669	landscape|geological massif|landform	high		massif		[info(label,label,downcase)]	[info(label,label,downcase)]								
obo:ENVO_00000386	river mouth	wd:Q1233637	river mouth	obo:ENVO_00000385|obo:ENVO_00000022	stream mouth|river	wd:Q35145263	natural geographic object	high		river mouth		[info(label,label,downcase)]	[info(label,label,downcase)]								
obo:ENVO_00000389	intermittent wetland	wd:Q55463449	intermittent wetland	obo:ENVO_00000043	wetland area	wd:Q170321	wetland	high		intermittent wetland		[info(exact,label,downcase),info(label,label,downcase)]	[info(exact,label,downcase),info(label,label,downcase)]								
obo:ENVO_00000391	land bridge	wd:Q864812	Land bridge	obo:ENVO_00000174	isthmus	wd:Q271669	landform	high		land bridge		[info(label,label,downcase)]	[info(label,label,downcase)]								
obo:ENVO_00000392	ice tongue	wd:Q2406037	ice tongue	obo:ENVO_01001345|obo:ENVO_01001547|obo:ENVO_00000458	floating ice mass|land ice mass|valley glacier	wd:Q46966	ice shelf	high		ice tongue		[info(label,label,downcase)]	[info(label,label,downcase)]								
obo:ENVO_00000394	strait	wd:Q37901	strait	obo:ENVO_00000395	channel of a watercourse	wd:Q1267889|wd:Q2507626	waterway|water area	high		strait		[info(exact,label,downcase),info(label,label,downcase)]	[info(exact,label,downcase),info(label,label,downcase)]								
obo:ENVO_00000396	marine channel	wd:Q55465477	marine channel	obo:ENVO_00000395	channel of a watercourse	wd:Q1210950	channel	high		marine channel		[info(label,label,downcase)]	[info(label,label,downcase)]								
obo:ENVO_00000397	lake channel	wd:Q55465414	lake channel	obo:ENVO_00000395	channel of a watercourse	wd:Q1210950	channel	high		lake channel		[info(label,label,downcase)]	[info(label,label,downcase)]								
obo:ENVO_00000398	volcanic cone	wd:Q1368970	volcanic cone	obo:ENVO_00000094|obo:ENVO_00000176	volcanic feature|elevation	wd:Q29025902	volcanic landform	high		volcanic cone		[info(label,label,downcase)]	[info(label,label,downcase)]								
obo:ENVO_00000400	cinder cone	wd:Q1806785	cinder cone	obo:ENVO_00000398	volcanic cone	wd:Q8072	volcano	high		cinder cone		[info(label,label,downcase)]	[info(label,label,downcase)]								
obo:ENVO_00000402	mud volcano	wd:Q193457	mud volcano	obo:ENVO_00000247	volcano	wd:Q8072	volcano	high		mud volcano		[info(label,label,downcase)]	[info(label,label,downcase)]								
obo:ENVO_00000403	shield volcano	wd:Q212057	shield volcano	obo:ENVO_00000247	volcano	wd:Q8072	volcano	high		shield volcano		[info(label,label,downcase)]	[info(label,label,downcase)]								
obo:ENVO_00000404	stratovolcano	wd:Q169358	stratovolcano	obo:ENVO_00000247	volcano	wd:Q8072|wd:Q8502	volcano|mountain	high		stratovolcano		[info(label,label,downcase)]	[info(label,label,downcase)]								
obo:ENVO_00000406	mid-ocean ridge	wd:Q104698	mid-ocean ridge	obo:ENVO_00000550|obo:ENVO_01000044|obo:ENVO_00000015	range of seamounts|marine pelagic feature|ocean	wd:Q11702690	undersea ridge	high		mid-ocean ridge		[info(label,label,downcase)]	[info(label,label,downcase)]								
obo:ENVO_00000407	subglacial volcano	wd:Q771409	subglacial volcano	obo:ENVO_00000247	volcano	wd:Q8072	volcano	high		subglacial volcano		[info(label,label,downcase)]	[info(label,label,downcase)]								
obo:ENVO_00000409	whirlpool	wd:Q607538	whirlpool	obo:ENVO_01000067	marine current	wd:Q1322005	natural phenomenon	high		whirlpool		[info(label,label,downcase)]	[info(label,label,downcase)]								
obo:ENVO_00000411	ford	wd:Q12743	ford	obo:ENVO_00000010	transport feature	wd:Q34442|wd:Q4350791	road|river crossing	high		ford		[info(exact,label,downcase),info(label,label,downcase)]	[info(exact,label,downcase),info(label,label,downcase)]								
obo:ENVO_00000414	natural arch	wd:Q954501	natural arch	obo:ENVO_00000191	solid astronomical body part	wd:Q631305	rock formation	high		natural arch		[info(label,label,downcase)]	[info(label,label,downcase)]								
obo:ENVO_00000415	raised beach	wd:Q17155155	raised beach	obo:ENVO_00000091	beach	wd:Q40080	beach	high		raised beach		[info(label,label,downcase)]	[info(label,label,downcase)]								
obo:ENVO_00000416	coastal dune	wd:Q1606926	coastal dune	obo:ENVO_00000170|obo:ENVO_00000303	dune|sea coast	wd:Q25391	dune	high		coastal dune		[info(label,label,downcase)]	[info(label,label,downcase)]								
obo:ENVO_00000417	machair	wd:Q28527	Machair	obo:ENVO_00000415	raised beach	wd:Q506894	littoral zone	high		machair		[info(label,label,downcase)]	[info(label,label,downcase)]								
obo:ENVO_00000418	ria	wd:Q554394	ria	obo:ENVO_00000100	valley	wd:Q1172599	inlet	high		ria		[info(label,label,downcase)]	[info(label,label,downcase)]								
obo:ENVO_00000420	tombolo	wd:Q498274	Tombolo	obo:ENVO_00000167	bar	wd:Q93267	isthmus	high		tombolo		[info(label,label,downcase)]	[info(label,label,downcase)]								
obo:ENVO_00000423	river island	wd:Q162602	river island	obo:ENVO_00000098|obo:ENVO_00000022	island|river	wd:Q202199	inland island	high		river island		[info(label,label,downcase)]	[info(label,label,downcase)]								
obo:ENVO_00000424	lake island	wd:Q863974	lake island	obo:ENVO_00000098|obo:ENVO_00000020	island|lake	wd:Q202199	inland island	high		lake island		[info(label,label,downcase)]	[info(label,label,downcase)]								
obo:ENVO_00000431	drumlin field	wd:Q630211	drumlin field	obo:ENVO_00000082	hill range	wd:Q19850234	hill group	high		drumlin field		[info(label,label,downcase)]	[info(label,label,downcase)]								
obo:ENVO_00000432	monadnock	wd:Q1139493	monadnock	obo:ENVO_00000477	mount	wd:Q6554910|wd:Q8502	butte|mountain	high		monadnock		[info(label,label,downcase)]	[info(label,label,downcase)]								
obo:ENVO_00000435	proglacial lake	wd:Q1320719	proglacial lake	obo:ENVO_00000488	glacial lake	wd:Q23397|wd:Q55965244	lake|paleolake	high		proglacial lake		[info(label,label,downcase)]	[info(label,label,downcase)]								
obo:ENVO_00000436	tunnel valley	wd:Q611796	tunnel valley	obo:ENVO_00000248	glacial valley	wd:Q2421276|wd:Q39816	glacial landform|valley	high		tunnel valley		[info(label,label,downcase)]	[info(label,label,downcase)]								
obo:ENVO_00000439	dell	wd:Q5254105	dell	obo:ENVO_00000100	valley	wd:Q39816	valley	high		dell		[info(label,label,downcase)]	[info(label,label,downcase)]								
obo:ENVO_00000440	rock shelter	wd:Q1149405	rock shelter	obo:ENVO_00000067	cave	wd:Q699405|wd:Q7493941	residence|shelter	high		rock shelter		[info(label,label,downcase)]	[info(label,label,downcase)]								
obo:ENVO_00000441	terracette	wd:Q4456584	terracette	obo:ENVO_00000283	ridge	wd:Q271669	landform	high		terracette		[info(label,label,downcase)]	[info(label,label,downcase)]								
obo:ENVO_00000442	maelstrom	wd:Q3262334	maelstrom	obo:ENVO_00000409	whirlpool	wd:Q607538	whirlpool	high		maelstrom		[info(label,label,downcase)]	[info(label,label,downcase)]								
obo:ENVO_00000452	ribbon lake	wd:Q2623499	ribbon lake	obo:ENVO_00000020	lake	wd:Q211302	glacial lake	high		ribbon lake		[info(label,label,downcase)]	[info(label,label,downcase)]								
obo:ENVO_00000453	liman	wd:Q156030	Liman	obo:ENVO_01000617	lentic water body	wd:Q15324	body of water	high		liman		[info(label,label,downcase)]	[info(label,label,downcase)]								
obo:ENVO_00000455	tarn	wd:Q1851937	tarn	obo:ENVO_00000020	lake	wd:Q23397	lake	high		tarn		[info(label,label,downcase)]	[info(label,label,downcase)]								
obo:ENVO_00000456	tidewater glacier	wd:Q12487785	Tidewater glacier	obo:ENVO_00000133	glacier	wd:Q35666	glacier	high		tidewater glacier		[info(label,label,downcase)]	[info(label,label,downcase)]								
obo:ENVO_00000458	valley glacier	wd:Q11762356	valley glacier	obo:ENVO_00000133	glacier	wd:Q35666	glacier	high		valley glacier		[info(label,label,downcase)]	[info(label,label,downcase)]								
obo:ENVO_00000461	pseudocrater	wd:Q1901620	pseudocrater	obo:ENVO_00000309	depression	wd:Q3240715	crater	high		pseudocrater		[info(label,label,downcase)]	[info(label,label,downcase)]								
obo:ENVO_00000462	polygenetic volcanic field	wd:Q2008316	polygenetic volcanic field	obo:ENVO_00000354	volcanic field	wd:Q519105	volcanic field	high		polygenetic volcanic field		[info(label,label,downcase)]	[info(label,label,downcase)]								
obo:ENVO_00000463	harbor	wd:Q283202	harbor	obo:ENVO_00000000	geographic feature	wd:Q44782	port	high		harbor		[info(label,label,downcase)]	[info(label,label,downcase)]								
obo:ENVO_00000467	university campus	wd:Q30785519	university campus	obo:ENVO_00000070	construction	wd:Q209465|wd:Q7551384	campus|social space	high		university campus		[info(label,label,downcase)]	[info(label,label,downcase)]								
obo:ENVO_00000468	hydroelectric dam	wd:Q56697283	hydroelectric dam	obo:ENVO_00000074	dam	wd:Q12323	dam	high		hydroelectric dam		[info(label,label,downcase)]	[info(label,label,downcase)]								
obo:ENVO_00000471	flood control dam	wd:Q63385969	flood control dam	obo:ENVO_00000074	dam	wd:Q12323	dam	high		flood control dam		[info(label,label,downcase)]	[info(label,label,downcase)]								
obo:ENVO_00000472	backwater	wd:Q899514	backwater	obo:ENVO_00000029	watercourse	wd:Q2507626	water area	high		backwater		[info(exact,label,downcase),info(label,label,downcase)]	[info(exact,label,downcase),info(label,label,downcase)]								
obo:ENVO_00000473	gravel pit	wd:Q504874	gravel pit	obo:ENVO_00000284	quarry	wd:Q756944	surface mining	high		gravel pit		[info(label,label,downcase)]	[info(label,label,downcase)]								
obo:ENVO_00000475	inlet	wd:Q1172599	inlet	obo:ENVO_00000012|obo:ENVO_00000063	hydrographic feature|water body	wd:Q35116038|wd:Q7113617	shoreline indentation|overdeepening	high		inlet		[info(label,label,downcase)]	[info(label,label,downcase)]								
obo:ENVO_00000479	mouth	wd:Q9635	mouth	obo:ENVO_00000029	watercourse	wd:Q24060765	animal organ	high		mouth		[info(exact,label,downcase),info(label,label,downcase)]	[info(exact,label,downcase),info(label,label,downcase)]								
obo:ENVO_00000481	pinnacle	wd:Q683031	Pinnacle	obo:ENVO_00000176	elevation	wd:Q391414	architectural element	high		pinnacle		[info(exact,label,downcase),info(label,label,downcase)]	[info(exact,label,downcase),info(label,label,downcase)]								
obo:ENVO_00000483	plunge pool	wd:Q1422407	plunge pool	obo:ENVO_00000063|obo:ENVO_01001308|obo:ENVO_00000023	water body|hydroform|stream	wd:Q3253281	pond	high		plunge pool		[info(exact,label,downcase),info(label,label,downcase)]	[info(exact,label,downcase),info(label,label,downcase)]								
obo:ENVO_00000484	polynya	wd:Q923791	polynya	obo:ENVO_01000617	lentic water body	wd:Q15324	body of water	high		polynya		[info(exact,label,downcase),info(label,label,downcase)]	[info(exact,label,downcase),info(label,label,downcase)]								
